N,P,K,temperature,humidity,ph,rainfall,label
34.9,71.9,15.1,19.29,72.24,5.73,65.43,lentil
35.1,81.9,22.8,29.56,60.92,7.32,60.39,blackgram
26.6,11.8,43.1,31.99,99.19,7.06,201.24,coconut
29.5,63.6,20.5,15.84,61.57,6.01,38.34,lentil
25.9,73.3,78.4,17.07,25.33,6.01,60.31,chickpea
13.8,28.1,26.1,27.45,47.99,6.66,106.47,mango
89.0,36.2,44.1,26.71,76.14,6.23,192.0,jute
80.6,23.1,52.7,29.38,66.77,6.22,65.42,watermelon
29.6,149.0,193.2,18.62,80.66,6.14,82.18,grapes
39.6,83.1,96.1,22.66,30.77,7.33,70.41,chickpea
19.3,45.8,24.6,24.57,42.65,6.98,69.85,mothbeans
21.0,70.3,20.7,19.48,89.42,6.2,55.35,lentil
11.1,13.6,20.8,27.16,93.61,6.02,128.99,orange
109.4,11.5,50.7,26.7,87.49,6.38,28.18,muskmelon
91.0,25.2,54.7,26.41,86.24,6.35,21.38,muskmelon
110.7,56.6,26.2,24.23,83.84,7.24,71.84,cotton
17.3,22.0,42.1,20.56,94.04,6.75,109.3,pomegranate
36.1,48.8,18.3,25.07,63.37,3.97,37.96,mothbeans
39.3,45.8,22.2,26.84,53.89,7.8,58.61,mothbeans
92.6,38.5,32.4,28.36,87.58,7.25,260.26,rice
17.6,142.4,208.3,30.1,77.27,6.39,71.63,grapes
25.0,19.4,42.0,25.24,90.15,6.88,129.83,coconut
27.2,122.9,197.9,20.15,93.27,5.58,110.45,apple
19.6,23.6,25.2,34.19,57.07,5.91,116.78,mango
94.0,27.2,51.8,26.87,94.85,6.91,20.29,muskmelon
75.9,52.5,48.3,23.79,87.23,7.19,165.78,jute
27.1,47.5,29.7,27.01,66.46,6.44,48.64,mungbean
16.2,148.5,201.6,23.15,89.23,6.4,114.5,apple
13.9,21.5,48.5,19.03,94.71,7.42,117.69,pomegranate
29.4,45.3,27.1,25.91,37.85,6.78,40.43,mothbeans
108.2,50.0,27.5,24.08,80.88,7.87,104.56,cotton
86.3,63.7,16.4,18.51,57.05,6.02,74.82,maize
115.3,43.8,28.1,22.4,77.19,7.29,78.44,cotton
24.7,64.3,78.7,23.71,28.45,7.59,70.02,chickpea
105.5,15.1,53.1,27.99,65.67,6.66,41.25,watermelon
25.9,74.7,21.6,21.87,49.54,5.54,192.62,pigeonpeas
23.0,39.0,19.4,30.72,73.26,6.52,77.32,mungbean
29.1,53.5,15.6,29.03,79.47,7.05,71.91,mungbean
93.3,41.6,47.7,29.22,83.32,6.55,152.97,jute
70.4,36.2,41.2,29.76,73.91,6.55,150.83,jute
34.2,56.4,74.2,17.77,34.43,6.66,79.28,chickpea
10.5,16.3,46.4,21.88,89.51,6.43,105.96,pomegranate
27.3,21.5,34.3,28.57,47.98,7.42,96.17,mango
29.5,82.1,19.8,31.7,65.64,6.94,70.09,blackgram
38.0,76.2,90.7,18.75,18.34,6.86,65.7,chickpea
93.2,31.1,41.9,22.76,77.41,5.65,254.44,rice
43.2,46.9,54.5,25.51,92.15,6.96,95.28,papaya
31.6,59.7,25.3,26.28,72.76,6.37,82.45,blackgram
32.1,41.4,18.6,26.25,44.39,5.02,30.79,mothbeans
19.1,43.6,26.9,34.06,89.25,6.35,84.06,mungbean
13.8,15.3,28.4,24.18,92.12,6.57,168.16,coconut
27.5,74.4,22.7,19.68,40.92,6.91,184.76,pigeonpeas
27.6,61.0,18.6,25.79,70.69,7.12,67.53,mungbean
58.0,52.6,61.2,34.35,89.65,6.7,98.96,papaya
88.9,29.8,43.1,20.35,53.51,7.04,218.39,coffee
105.4,36.3,16.4,22.07,83.26,6.52,83.43,cotton
17.0,127.2,191.2,18.59,76.24,6.41,64.21,grapes
69.3,59.1,43.0,25.67,88.59,7.11,164.23,jute
21.3,61.8,15.2,16.3,69.28,5.73,79.36,lentil
90.7,27.9,46.4,31.84,67.33,6.18,60.37,watermelon
61.6,47.7,43.6,20.2,85.24,5.95,246.78,rice
66.3,57.0,34.8,31.73,81.95,6.36,174.86,jute
105.0,25.1,54.2,28.0,93.97,6.29,22.49,muskmelon
26.5,126.3,207.3,19.18,92.5,6.05,111.46,apple
22.0,8.6,14.6,26.19,89.33,7.36,113.54,orange
34.7,50.3,19.5,25.21,39.96,5.94,60.25,mothbeans
108.9,57.8,25.0,30.82,65.8,7.81,69.82,cotton
32.4,51.8,20.8,29.2,76.86,6.01,43.93,mungbean
26.1,25.7,44.0,25.21,94.98,6.66,152.93,coconut
83.8,28.9,39.5,27.93,63.87,7.03,186.04,coffee
35.6,75.3,79.4,22.74,30.46,7.04,99.04,chickpea
25.5,10.6,10.8,30.4,88.6,6.13,118.02,orange
26.8,24.1,39.4,31.98,92.59,6.97,175.14,coconut
28.8,6.6,12.0,31.29,85.83,7.29,129.17,orange
35.6,146.5,208.7,18.41,87.97,5.73,124.9,apple
29.6,35.3,26.4,32.13,70.99,6.08,77.75,mungbean
10.9,8.9,26.4,24.08,93.06,6.28,144.1,coconut
104.8,28.3,40.6,19.83,56.1,6.67,175.54,coffee
19.6,83.3,26.3,17.08,70.13,7.12,66.31,lentil
26.7,129.1,199.4,32.48,75.53,6.39,66.58,grapes
17.2,51.8,22.5,26.44,73.26,6.5,66.09,mungbean
15.7,72.5,15.2,22.87,21.13,5.54,95.3,kidneybeans
13.4,141.8,193.7,25.23,75.93,6.42,70.32,grapes
68.7,55.5,64.8,27.92,93.52,6.22,80.47,papaya
105.1,81.3,47.8,29.09,87.82,6.19,101.43,banana
107.7,17.1,26.0,25.85,57.69,6.16,203.39,coffee
15.1,17.0,37.1,31.48,57.86,7.22,99.46,mango
27.7,24.6,48.6,20.33,90.03,6.02,100.14,pomegranate
51.3,54.5,55.5,32.15,92.69,6.35,95.54,papaya
38.1,55.7,16.9,28.57,77.77,7.25,42.18,mungbean
28.6,122.8,197.4,29.18,77.26,6.16,64.93,grapes
24.9,9.3,37.1,26.31,97.97,7.1,197.54,coconut
60.8,33.1,46.0,22.14,88.05,5.98,164.92,rice
37.2,149.3,201.2,20.66,87.98,6.08,113.19,apple
35.7,79.7,17.8,22.01,68.72,6.09,48.34,lentil
49.4,69.5,95.9,20.89,22.51,6.57,68.13,chickpea
20.3,43.0,24.9,31.72,62.05,6.77,61.8,mothbeans
97.3,91.1,48.7,28.1,85.89,5.81,166.31,banana
18.7,50.3,21.9,34.01,87.9,6.58,64.59,mungbean
80.6,14.7,60.1,29.1,92.83,6.75,20.51,muskmelon
42.1,80.0,92.2,16.43,30.07,7.54,86.34,chickpea
48.9,66.5,71.2,15.31,22.76,6.32,60.93,chickpea
19.5,142.5,194.1,21.88,88.49,6.01,128.02,apple
27.8,14.2,39.5,24.66,95.91,6.46,217.8,coconut
20.1,55.0,15.6,31.68,38.48,6.49,182.3,pigeonpeas
19.9,123.9,208.7,16.44,87.04,5.75,127.99,apple
90.9,36.0,30.1,29.79,89.14,6.96,265.69,rice
44.6,68.8,59.8,34.03,85.59,6.01,95.93,papaya
95.0,14.8,56.8,28.1,89.47,6.36,20.17,muskmelon
13.8,128.1,207.1,26.43,79.55,5.65,73.49,grapes
24.6,63.3,24.2,30.68,54.86,4.23,59.44,mothbeans
71.0,52.8,42.1,30.61,75.91,7.37,187.19,jute
85.8,47.1,37.1,31.84,87.12,5.97,165.27,rice
83.3,42.6,47.9,29.81,81.84,6.02,206.95,rice
20.3,19.9,7.4,18.77,88.8,6.72,111.75,orange
119.5,21.7,36.7,25.79,68.41,7.13,197.22,coffee
38.3,129.7,197.3,15.45,90.89,6.22,123.21,apple
20.3,126.4,200.7,31.71,81.16,6.13,76.23,grapes
60.0,45.0,60.3,31.62,85.1,6.37,88.54,papaya
21.2,145.8,206.6,20.64,80.48,5.58,87.46,grapes
22.5,129.7,193.7,23.96,92.44,5.61,129.45,apple
21.7,128.2,190.6,31.42,77.76,6.3,68.65,grapes
17.0,18.3,25.7,28.24,63.07,5.98,88.26,mango
24.4,78.9,20.5,15.87,26.14,6.35,107.76,kidneybeans
10.9,149.2,190.3,33.95,78.69,5.51,80.67,grapes
83.6,18.2,45.6,26.48,89.32,6.42,20.44,muskmelon
22.8,68.9,20.9,23.64,87.88,6.11,73.88,lentil
17.2,60.9,19.8,26.78,67.18,6.63,52.56,mungbean
29.2,68.2,16.0,29.65,84.62,6.92,84.96,blackgram
105.9,15.7,57.3,31.85,90.96,6.72,24.45,muskmelon
36.3,76.3,75.0,22.81,26.68,7.9,61.7,chickpea
37.7,40.7,24.2,29.06,61.23,6.52,53.26,mungbean
24.9,14.5,10.9,28.63,91.97,7.87,104.96,orange
31.4,81.7,23.7,21.32,18.13,5.97,102.98,kidneybeans
82.9,10.8,60.1,27.4,74.91,6.1,65.67,watermelon
20.8,19.0,21.6,28.46,93.83,7.93,113.17,orange
29.6,16.3,43.1,32.95,51.28,7.45,91.52,mango
20.9,24.2,20.0,29.45,88.54,7.11,118.46,orange
17.2,10.9,46.9,24.38,93.21,6.19,119.96,pomegranate
18.3,56.4,26.6,20.71,82.82,5.8,60.73,lentil
15.4,34.0,34.3,24.65,59.59,6.16,106.14,mango
93.6,36.7,31.6,28.01,82.78,6.32,187.26,jute
87.5,15.1,57.6,30.1,72.53,6.85,68.95,watermelon
100.1,14.7,53.8,25.12,86.52,6.09,22.4,muskmelon
37.3,52.1,27.5,31.93,35.73,8.0,56.97,mothbeans
86.0,12.3,61.9,26.07,60.69,6.96,51.37,watermelon
116.8,23.5,36.7,22.6,57.57,6.33,198.03,coffee
24.8,57.4,16.3,20.91,77.98,6.34,54.43,lentil
24.6,5.7,12.3,23.15,86.86,6.24,126.11,orange
104.5,39.1,22.7,23.16,69.0,5.63,81.91,cotton
81.7,28.7,56.7,29.89,90.25,6.83,20.33,muskmelon
107.9,63.4,18.9,31.06,66.07,6.27,74.41,cotton
27.1,56.1,16.0,26.94,66.44,7.11,49.46,mungbean
16.3,140.0,206.8,22.21,79.27,6.48,83.52,grapes
17.0,69.3,24.5,29.6,57.42,5.33,193.5,pigeonpeas
25.1,81.7,20.8,22.37,74.28,5.75,76.76,lentil
89.9,18.7,29.6,20.64,54.6,6.99,158.12,coffee
103.5,16.6,56.8,30.01,93.89,6.84,26.08,muskmelon
10.6,20.4,33.2,31.37,95.0,6.92,141.89,coconut
30.0,16.4,25.9,26.39,64.42,7.46,106.2,mango
83.2,19.9,30.1,18.95,57.77,6.88,190.47,coffee
97.9,52.9,32.8,30.42,84.75,7.29,269.98,rice
65.2,58.6,42.1,22.74,88.43,6.74,203.72,rice
82.3,19.3,64.8,30.16,74.24,6.78,66.25,watermelon
38.0,55.4,23.3,28.37,46.98,4.76,196.97,pigeonpeas
32.0,72.1,29.2,19.43,77.98,6.45,76.98,lentil
27.9,130.3,210.0,15.07,75.28,6.32,65.98,grapes
106.7,28.0,43.8,25.13,65.93,7.36,197.25,coffee
25.5,13.3,24.4,27.51,85.15,7.76,103.02,orange
119.7,39.0,30.2,31.36,75.24,5.51,78.75,cotton
23.1,25.5,46.3,21.45,87.05,7.11,113.99,pomegranate
28.2,148.3,190.1,24.28,75.25,6.41,75.55,grapes
26.4,77.0,20.5,15.19,63.02,6.49,66.05,lentil
92.5,15.7,41.2,19.29,64.44,6.12,176.27,coffee
28.0,13.0,12.7,15.06,91.13,6.06,115.12,orange
48.9,57.7,90.6,19.94,22.75,7.27,88.15,chickpea
10.7,149.9,207.5,20.95,77.57,5.88,70.69,grapes
21.8,73.1,90.6,16.14,22.68,6.91,74.76,chickpea
25.1,9.4,15.0,20.95,92.72,7.24,114.28,orange
10.9,24.7,10.3,17.15,88.7,7.48,108.82,orange
90.7,83.2,60.9,28.1,76.66,6.13,114.94,banana
38.6,65.1,23.4,25.95,66.01,6.62,66.19,blackgram
74.2,49.9,49.6,31.98,85.49,6.61,174.72,jute
14.0,134.2,199.8,15.37,76.48,5.88,80.51,grapes
13.1,15.8,7.0,20.41,90.28,7.89,111.74,orange
25.6,11.8,27.9,26.33,95.08,6.18,176.84,coconut
24.5,55.2,15.1,19.61,74.65,5.55,65.91,lentil
43.8,56.0,87.5,24.95,32.11,7.04,62.55,chickpea
109.2,74.9,56.3,25.13,77.67,6.36,132.28,banana
65.9,65.3,57.4,31.17,93.29,6.88,91.41,papaya
108.5,20.8,58.4,24.8,62.61,6.77,61.21,watermelon
82.8,15.3,63.0,26.99,91.54,6.53,25.96,muskmelon
12.3,28.8,33.2,26.27,53.06,5.65,107.82,mango
19.1,132.3,201.1,19.87,75.52,6.44,65.6,grapes
68.2,38.6,27.3,24.97,66.1,6.56,62.52,maize
54.3,56.0,48.6,30.93,94.95,6.47,97.89,papaya
90.7,13.9,49.1,25.5,64.78,6.8,57.07,watermelon
24.8,71.3,17.4,27.68,35.86,5.43,145.37,pigeonpeas
24.2,50.8,27.1,28.62,75.73,7.01,53.47,mungbean
37.4,148.9,199.6,16.04,92.85,6.2,110.64,apple
106.3,16.9,56.2,27.47,64.18,6.97,48.88,watermelon
88.8,38.9,41.3,25.71,88.27,7.37,259.89,rice
25.1,148.0,194.4,31.73,81.9,6.37,83.91,grapes
26.5,134.4,203.5,23.7,80.59,5.56,80.89,grapes
107.0,98.8,50.1,30.75,88.86,6.17,174.5,banana
45.6,75.0,87.8,23.92,18.71,6.16,69.58,chickpea
31.9,62.2,26.4,28.64,40.94,5.73,113.07,pigeonpeas
91.7,20.1,60.4,31.14,86.04,6.38,27.76,muskmelon
82.8,25.1,37.8,21.27,63.81,6.09,210.01,coffee
27.9,64.3,23.6,18.25,15.79,5.77,60.38,kidneybeans
82.0,29.9,59.0,26.14,85.12,6.17,28.38,muskmelon
67.3,57.3,41.7,24.81,84.24,7.39,173.0,rice
17.0,68.3,18.9,18.43,31.69,6.44,71.14,kidneybeans
85.0,48.6,26.7,19.51,68.42,7.23,73.0,maize
38.1,70.1,19.9,28.32,31.28,5.92,127.0,pigeonpeas
33.7,48.4,47.2,31.42,86.42,6.47,68.56,papaya
20.4,14.7,35.4,26.6,96.23,5.69,182.11,coconut
29.7,27.6,47.9,22.61,88.45,7.34,105.83,pomegranate
47.1,52.9,60.2,28.91,85.68,6.37,110.79,papaya
108.9,23.7,38.0,20.05,59.41,7.47,163.67,coffee
25.8,13.3,30.6,22.41,94.76,6.5,102.37,pomegranate
101.0,48.6,29.2,31.37,82.88,5.64,68.45,cotton
19.4,54.4,18.7,29.74,57.19,7.88,54.58,mothbeans
83.1,48.2,29.5,22.38,71.84,7.3,85.3,maize
29.7,10.4,44.0,19.77,85.4,6.6,118.7,pomegranate
27.1,51.2,27.3,26.72,84.23,7.04,67.79,mungbean
88.7,12.8,48.1,29.12,72.46,6.41,45.09,watermelon
96.8,95.2,56.8,23.92,83.72,6.01,131.89,banana
73.4,54.1,30.1,24.0,82.96,6.57,287.98,rice
25.2,70.6,28.4,20.75,30.79,7.08,153.48,pigeonpeas
13.9,130.7,193.4,17.13,84.07,6.5,64.92,grapes
65.6,38.8,37.3,25.47,90.7,5.9,227.14,rice
99.5,34.5,41.9,24.57,94.4,7.18,275.75,rice
25.3,30.3,30.8,24.9,45.23,6.35,96.41,mango
32.2,62.6,15.1,22.23,25.71,6.34,109.28,kidneybeans
92.3,39.1,32.0,28.21,83.8,5.74,224.28,rice
20.5,66.7,28.0,22.24,72.11,5.93,51.02,lentil
27.9,58.2,23.4,30.53,63.44,6.19,66.48,mungbean
71.0,37.4,16.7,26.05,54.8,6.15,73.6,maize
16.9,59.0,24.7,28.4,81.24,6.84,67.68,blackgram
74.7,37.0,15.5,19.22,74.08,6.6,117.95,maize
90.2,40.8,33.3,29.84,76.9,6.2,165.74,jute
22.2,73.9,16.8,31.55,68.5,6.0,63.81,blackgram
23.5,29.9,25.6,24.73,90.77,6.3,202.16,coconut
89.9,91.9,53.8,24.98,81.84,5.57,163.89,banana
100.4,85.9,62.5,26.62,79.19,5.73,169.94,banana
94.8,44.4,47.6,29.56,72.08,7.25,184.11,jute
97.4,18.4,34.9,24.63,59.95,7.0,154.65,coffee
63.6,68.6,58.1,28.06,94.64,6.88,91.55,papaya
26.7,27.6,36.4,30.03,97.52,5.81,136.42,coconut
84.3,21.2,48.7,24.31,55.72,6.83,57.74,watermelon
36.4,60.2,46.7,22.6,90.2,6.25,47.63,papaya
25.2,139.8,202.7,18.83,91.13,6.31,100.79,apple
87.2,19.8,46.5,24.28,64.37,6.4,44.11,watermelon
12.3,33.2,28.9,30.74,64.71,7.26,118.26,mango
28.8,74.8,19.8,19.81,78.52,6.31,43.93,lentil
80.4,91.5,51.9,29.87,80.08,6.32,110.46,banana
28.5,73.2,18.3,26.76,50.01,5.05,96.55,pigeonpeas
23.1,9.7,8.7,15.17,89.72,6.86,107.02,orange
29.0,26.7,48.1,23.7,89.59,6.38,107.41,pomegranate
64.4,55.4,32.5,24.77,90.95,5.8,184.39,rice
37.0,124.6,207.2,18.29,88.68,5.54,109.81,apple
19.5,12.8,11.9,15.37,88.6,7.78,120.71,orange
39.9,63.7,17.2,27.41,88.08,6.78,70.94,blackgram
25.2,23.0,43.1,24.27,94.48,6.86,129.52,coconut
67.0,55.7,19.0,22.82,52.42,6.4,105.37,maize
89.8,47.5,49.2,24.5,80.71,7.24,183.54,rice
99.1,64.0,20.6,27.89,84.87,7.7,86.82,cotton
81.0,19.4,62.7,26.89,73.65,6.63,68.02,watermelon
101.6,26.7,52.9,28.95,87.28,6.62,20.12,muskmelon
22.8,75.7,19.1,16.91,18.69,5.84,85.8,kidneybeans
66.2,51.5,43.2,20.33,79.44,5.96,250.78,rice
95.1,21.2,51.8,25.5,94.44,6.77,28.39,muskmelon
34.3,65.2,17.1,23.58,69.27,6.82,60.49,lentil
113.5,15.3,44.1,25.78,65.36,6.12,166.28,coffee
100.6,29.9,52.9,29.0,74.26,6.83,53.91,watermelon
18.2,28.6,33.7,31.88,90.57,6.94,178.1,coconut
32.0,56.9,62.1,31.81,90.17,6.57,50.39,papaya
90.4,18.0,52.2,30.61,64.04,6.52,69.47,watermelon
16.0,75.0,19.8,23.98,32.76,5.83,114.06,kidneybeans
23.6,31.2,27.2,26.76,62.89,6.93,105.58,mango
114.7,41.7,21.7,24.24,74.04,7.71,77.26,cotton
49.8,58.0,53.2,28.56,88.67,6.75,109.94,papaya
44.9,67.0,53.1,30.16,92.7,6.55,83.16,papaya
25.6,22.3,44.6,28.78,48.01,6.43,107.16,mango
23.4,23.0,5.3,29.5,90.21,7.24,102.74,orange
38.7,58.0,19.0,30.91,81.64,7.41,84.08,mungbean
88.6,72.1,56.4,29.56,76.66,6.34,144.44,banana
34.5,58.1,18.4,34.22,77.78,6.57,65.1,mungbean
26.4,40.1,19.0,30.09,64.42,6.92,68.29,mungbean
27.8,50.8,23.4,25.37,36.92,5.57,53.74,mothbeans
40.0,77.6,28.0,21.51,85.69,5.72,50.65,lentil
16.5,9.9,17.2,30.31,88.07,6.37,125.16,orange
32.2,57.0,80.5,16.11,31.16,7.9,62.89,chickpea
98.2,10.5,63.6,29.8,85.34,6.82,22.0,muskmelon
69.7,32.8,47.9,30.81,87.66,6.18,202.38,rice
31.4,76.3,15.1,17.18,28.23,5.98,60.32,kidneybeans
22.0,60.2,20.7,23.01,22.84,6.25,67.53,kidneybeans
28.0,73.4,18.5,24.77,45.02,4.72,101.68,pigeonpeas
92.1,38.5,33.5,29.01,91.14,7.48,211.89,rice
18.3,59.8,29.2,30.31,61.75,7.47,112.91,pigeonpeas
39.6,59.6,83.2,21.15,16.67,7.76,92.14,chickpea
119.0,41.9,17.9,31.13,78.38,6.59,88.66,cotton
19.3,75.0,24.1,21.44,62.64,7.29,52.52,lentil
107.8,64.9,30.7,24.74,70.29,6.34,102.16,cotton
19.1,60.5,18.0,23.41,31.79,5.69,146.29,pigeonpeas
105.1,26.3,57.9,26.93,61.08,6.01,65.01,watermelon
21.6,70.6,21.8,15.12,76.7,6.82,61.64,lentil
27.2,50.4,19.0,29.55,74.12,7.06,87.03,mungbean
38.4,81.2,91.7,16.21,33.05,6.13,81.36,chickpea
69.9,40.7,45.2,20.17,77.32,5.59,156.11,rice
89.9,45.1,34.6,30.79,82.68,6.59,285.97,rice
22.9,131.7,198.7,15.74,89.98,5.99,117.65,apple
26.6,73.9,21.7,26.89,75.24,6.79,84.32,blackgram
26.8,120.9,209.5,17.22,89.73,5.56,115.66,apple
29.0,127.7,191.5,22.31,87.99,5.95,103.83,apple
32.3,56.2,27.6,29.48,79.1,6.33,80.31,blackgram
43.4,70.2,58.0,31.23,91.36,6.95,56.56,papaya
39.1,146.3,207.5,16.76,87.65,5.58,123.35,apple
27.5,135.8,196.7,19.16,83.0,6.12,74.04,grapes
11.6,33.6,39.1,27.63,52.82,6.98,104.06,mango
34.1,71.1,27.6,25.33,71.0,6.36,73.42,blackgram
92.2,21.4,60.8,29.58,74.91,6.01,50.65,watermelon
79.1,50.9,43.7,23.53,78.37,6.88,153.3,jute
27.5,56.5,15.5,20.51,23.76,6.34,69.64,kidneybeans
28.9,143.7,201.5,17.65,91.68,5.86,116.35,apple
28.0,28.9,37.9,19.52,88.74,6.5,103.52,pomegranate
105.5,62.3,15.9,29.66,76.45,6.56,97.2,cotton
30.3,81.9,27.1,26.16,55.56,5.59,160.51,pigeonpeas
16.5,25.6,46.8,20.27,93.39,6.16,116.75,pomegranate
35.5,46.3,52.6,30.1,86.12,6.31,73.42,papaya
91.7,53.7,31.8,25.93,76.15,6.6,216.23,rice
91.0,59.4,35.4,29.33,88.57,7.03,184.06,jute
27.7,59.2,29.7,21.5,32.57,6.49,155.49,pigeonpeas
64.8,56.7,41.9,28.15,90.78,6.5,163.04,rice
26.5,79.9,27.4,27.93,33.69,7.02,163.81,pigeonpeas
27.1,140.3,193.4,18.8,84.27,5.53,73.88,grapes
64.7,47.3,31.8,21.45,64.3,6.68,71.07,maize
20.9,32.5,35.9,26.62,62.02,6.61,88.27,mango
35.3,73.8,97.8,15.19,24.54,7.38,88.91,chickpea
23.0,61.0,28.2,26.8,32.91,8.21,42.46,mothbeans
23.6,137.5,201.1,32.19,76.02,5.85,76.15,grapes
99.4,17.0,50.5,28.62,73.67,6.03,63.08,watermelon
22.9,25.0,40.7,25.53,96.5,5.9,178.33,coconut
22.1,43.4,21.1,31.99,31.92,7.26,33.3,mothbeans
82.1,18.4,56.7,26.03,92.65,6.74,29.03,muskmelon
114.2,48.7,31.9,31.89,66.44,5.61,67.48,cotton
65.1,45.7,45.4,22.59,87.46,5.67,157.75,rice
96.1,27.2,46.2,28.69,90.39,6.86,20.98,muskmelon
85.6,61.0,24.1,22.64,62.22,6.83,68.38,maize
15.6,29.1,31.1,22.96,90.32,6.72,104.47,pomegranate
109.8,10.2,55.8,29.02,94.14,6.51,25.44,muskmelon
63.0,46.6,49.4,26.28,87.59,6.89,218.18,rice
10.4,125.1,201.3,29.07,77.02,6.17,65.47,grapes
107.8,47.6,18.1,26.69,78.82,7.5,84.67,cotton
101.1,30.0,53.7,28.0,93.43,6.81,27.31,muskmelon
89.5,32.5,42.1,22.94,82.79,6.08,203.35,rice
35.5,54.4,24.7,25.03,52.76,9.89,66.47,mothbeans
100.1,26.6,56.5,28.26,91.37,6.3,21.83,muskmelon
96.1,13.2,45.2,27.96,86.37,6.16,20.77,muskmelon
26.9,46.7,28.3,31.15,41.75,7.5,67.08,mothbeans
26.6,58.6,29.7,17.15,16.34,6.09,104.33,kidneybeans
19.1,49.6,26.1,33.67,78.79,7.0,46.31,mungbean
20.5,12.1,41.2,25.49,92.9,5.87,187.42,coconut
90.1,39.8,32.6,25.85,50.73,7.15,67.73,maize
78.0,40.8,22.4,21.73,70.69,6.97,106.16,maize
24.2,74.5,25.9,17.1,86.54,6.73,54.29,lentil
80.9,23.2,52.4,29.17,62.12,6.67,61.88,watermelon
21.9,68.8,92.0,21.07,28.46,6.16,98.06,chickpea
15.4,21.3,12.2,23.16,94.66,6.48,121.64,orange
11.8,22.2,35.8,19.12,90.45,6.8,101.52,pomegranate
105.5,20.2,59.1,26.35,91.88,6.27,28.32,muskmelon
27.6,77.4,17.1,17.52,81.95,5.83,50.81,lentil
86.1,15.9,35.8,20.35,56.02,6.37,195.51,coffee
106.1,25.5,46.7,31.23,89.72,6.74,21.4,muskmelon
22.0,70.6,75.4,24.71,17.27,6.81,89.52,chickpea
94.0,27.2,55.1,29.78,90.88,6.84,22.85,muskmelon
29.4,81.0,19.3,19.68,27.39,5.91,85.65,kidneybeans
53.6,46.7,46.0,33.48,93.41,6.35,89.44,papaya
67.8,40.0,39.4,31.2,70.2,7.17,152.88,jute
21.3,19.0,21.0,27.26,92.0,7.92,117.89,orange
21.2,121.7,193.4,20.71,77.83,6.17,60.55,grapes
39.2,63.3,20.0,28.57,61.84,3.54,62.43,mothbeans
39.4,84.2,95.4,15.24,32.97,7.57,91.22,chickpea
90.2,38.8,31.5,25.04,67.72,5.57,78.19,maize
92.2,59.4,26.6,24.36,82.89,5.61,70.09,cotton
86.1,23.7,60.3,30.72,60.84,6.93,56.59,watermelon
89.0,59.5,19.3,22.55,71.02,6.97,92.53,maize
18.5,52.1,28.0,28.66,55.13,5.92,33.7,mothbeans
100.4,14.9,57.0,26.8,88.33,6.44,25.29,muskmelon
48.5,63.9,72.8,20.99,27.47,7.3,70.7,chickpea
26.5,62.7,26.3,25.18,41.23,6.29,199.53,pigeonpeas
60.4,47.5,24.6,18.17,56.5,7.02,68.23,maize
88.5,16.4,51.2,30.24,90.57,6.88,23.07,muskmelon
95.9,98.6,59.1,22.42,88.6,5.98,136.83,banana
102.7,23.0,48.6,25.36,91.83,6.25,25.0,muskmelon
106.7,25.4,53.2,25.47,73.83,6.53,65.57,watermelon
115.0,44.3,16.3,22.75,70.04,5.95,98.72,cotton
29.5,27.4,30.8,26.61,93.72,6.29,130.03,coconut
86.2,36.5,38.7,31.22,85.83,6.46,196.24,jute
42.3,77.1,85.6,15.68,22.42,7.84,83.38,chickpea
26.6,12.2,32.2,21.0,85.99,6.93,102.87,pomegranate
28.4,74.1,17.9,20.96,31.45,5.47,151.57,pigeonpeas
56.5,46.9,62.4,24.41,87.25,6.66,77.5,papaya
108.8,38.9,32.6,30.29,78.04,6.65,106.65,cotton
97.4,29.8,52.4,27.66,61.49,6.18,44.29,watermelon
28.5,148.0,200.3,21.12,79.6,5.69,79.09,grapes
25.1,29.0,30.9,25.32,95.03,6.49,137.49,coconut
20.9,76.9,15.6,25.95,60.2,6.23,62.07,blackgram
94.5,58.5,32.9,31.12,84.84,6.02,218.87,rice
35.7,65.7,51.7,25.39,94.57,6.78,102.97,papaya
23.6,24.5,49.3,19.82,85.18,6.82,114.14,pomegranate
18.8,130.2,195.9,19.23,77.66,5.59,70.41,grapes
16.2,27.3,35.7,26.4,48.28,5.97,100.1,mango
82.2,11.8,58.0,27.9,70.81,6.92,51.65,watermelon
33.8,79.1,22.8,16.4,28.42,6.12,104.54,kidneybeans
19.4,75.2,18.3,17.18,32.48,5.75,75.79,kidneybeans
32.9,55.9,84.4,21.62,17.37,6.58,75.91,chickpea
34.8,67.1,85.9,20.95,15.2,6.93,98.54,chickpea
40.1,72.7,63.5,32.39,94.82,6.81,40.82,papaya
83.0,23.8,45.6,29.32,86.41,6.95,29.33,muskmelon
105.1,99.4,54.3,30.17,82.62,6.0,174.43,banana
75.7,45.9,44.0,28.97,77.65,6.62,167.4,jute
37.7,79.6,28.3,20.79,39.95,5.37,131.48,pigeonpeas
15.2,79.2,17.6,21.06,70.11,6.67,49.2,lentil
63.4,51.0,31.5,29.86,89.12,5.66,162.73,rice
27.1,61.9,28.6,24.7,62.78,8.87,61.65,mothbeans
63.1,53.6,32.7,28.6,76.49,6.69,160.78,jute
26.9,27.5,34.0,24.39,91.88,5.63,138.87,coconut
38.6,56.3,22.5,20.84,87.61,5.6,60.81,lentil
